datetime	reltime	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	angle	error	integral	derivative	Kp	Ki	Kd	pid_output	target_angleRate2	error2	integral2	derivative2	Kp2	Ki2	Kd2	pid_output2	pitch_offset_force	pitch_offset	dt	m1_pos	m2_pos	m1_percent	m2_percent	sleep_time	sensor_time	getch_time	pid_time	motors_time	curses_time
2014-06-12_22:45:55_087814	49410588.0	0.0	0.0	0.0	1.204	-48.679	-3.474	0.021	0.05	-1.222	0.0	-89.92	-66.054	66.054	1000.0	-48.679	0.025	0.0	0.0	1.661	1.661	0	0	0	0.08	0.0	0.0	0.0	0.0	1.661	20.043	236.0	253.0	0.043	0.088	-0.01	0.0063	0.0033	0.0002	0.0034	0.0053
2014-06-12_22:45:55_108181	49430951.0	0.0	0.0	0.0	-0.216	-50.77	2.129	0.254	0.136	-1.164	0.0	-90.0	-65.535	65.535	1000.0	-50.77	0.025	0.0	0.0	1.648	1.648	0	0	0	0.08	0.0	0.0	0.0	0.0	1.648	20.055	236.0	253.0	0.044	0.088	-0.01	0.0063	0.0034	0.0002	0.0034	0.0054
2014-06-12_22:45:55_128417	49451267.0	0.0	0.0	0.0	-0.674	-58.526	3.915	0.295	0.544	-0.802	0.0	-90.0	-64.87	64.87	1000.0	-58.526	0.025	0.0	0.0	1.632	1.632	0	0	0	0.08	0.0	0.0	0.0	0.0	1.632	20.121	236.0	253.0	0.044	0.088	-0.0101	0.0063	0.0034	0.0002	0.0034	0.0054
2014-06-12_22:45:55_148776	49471542.0	0.0	0.0	0.0	-2.872	-57.908	-4.955	0.19	0.053	-1.209	0.0	-90.0	-64.23	64.23	1000.0	-57.908	0.025	0.0	0.0	1.616	1.616	0	0	0	0.08	0.0	0.0	0.0	0.0	1.616	20.138	236.0	253.0	0.044	0.088	-0.0101	0.0064	0.0033	0.0002	0.0033	0.0055
2014-06-12_22:45:55_169019	49491784.0	0.0	0.0	0.0	1.838	-50.664	-2.1	-0.005	-0.31	-0.806	0.0	89.77	-60.154	60.154	1000.0	-50.664	0.025	0.0	0.0	1.514	1.514	0	0	0	0.08	0.0	0.0	0.0	0.0	1.514	20.07	237.0	252.0	0.045	0.086	-0.01	0.0064	0.0033	0.0002	0.0034	0.0054
2014-06-12_22:45:55_189352	49512115.0	0.0	0.0	0.0	-0.086	-63.145	-0.94	-0.127	0.226	-1.116	0.0	89.99	-55.903	55.903	1000.0	-63.145	0.025	0.0	0.0	1.408	1.408	0	0	0	0.08	0.0	0.0	0.0	0.0	1.408	20.157	237.0	252.0	0.046	0.085	-0.0101	0.0064	0.0033	0.0002	0.0034	0.0054
2014-06-12_22:45:55_209562	49532323.0	0.0	0.0	0.0	0.631	-58.748	-5.566	-0.174	0.617	-1.084	0.0	90.0	-51.829	51.829	1000.0	-58.748	0.025	0.0	0.0	1.306	1.306	0	0	0	0.08	0.0	0.0	0.0	0.0	1.306	20.094	237.0	251.0	0.047	0.084	-0.01	0.0063	0.0033	0.0002	0.0034	0.0054
2014-06-12_22:45:55_229771	49552567.0	0.0	0.0	0.0	0.922	-58.419	-5.94	-0.389	0.323	-0.451	0.0	90.0	-47.842	47.842	1000.0	-58.419	0.025	0.0	0.0	1.206	1.206	0	0	0	0.08	0.0	0.0	0.0	0.0	1.206	20.081	238.0	251.0	0.048	0.083	-0.01	0.0064	0.0033	0.0002	0.0035	0.0053
2014-06-12_22:45:55_250076	49572843.0	0.0	0.0	0.0	-0.712	-55.755	0.961	-0.056	-0.626	-0.943	0.0	89.98	-43.985	43.985	1000.0	-55.755	0.025	0.0	0.0	1.11	1.11	0	0	0	0.08	0.0	0.0	0.0	0.0	1.11	20.15	238.0	251.0	0.049	0.082	-0.0101	0.0063	0.0035	0.0002	0.0034	0.0054
2014-06-12_22:45:55_270179	49592984.0	0.0	0.0	0.0	-2.903	-69.053	2.579	0.094	-1.173	-1.106	0.0	-89.99	-43.56	43.56	1000.0	-69.053	0.025	0.0	0.0	1.099	1.099	0	0	0	0.08	0.0	0.0	0.0	0.0	1.099	19.873	238.0	251.0	0.049	0.082	-0.0099	0.0063	0.0033	0.0002	0.0035	0.0053
2014-06-12_22:45:55_290585	49613352.0	0.0	0.0	0.0	-2.827	-58.015	-2.94	-0.166	-0.663	-0.701	0.0	90.0	-39.736	39.736	1000.0	-58.015	0.025	0.0	0.0	1.003	1.003	0	0	0	0.08	0.0	0.0	0.0	0.0	1.003	20.283	238.0	250.0	0.05	0.081	-0.0101	0.0064	0.0035	0.0002	0.0034	0.0054
2014-06-12_22:45:55_310824	49633588.0	0.0	0.0	0.0	-2.796	-56.618	1.74	-0.351	-0.298	-1.063	0.0	90.0	-36.023	36.023	1000.0	-56.618	0.025	0.0	0.0	0.911	0.911	0	0	0	0.08	0.0	0.0	0.0	0.0	0.911	20.146	239.0	250.0	0.051	0.079	-0.01	0.0064	0.0034	0.0002	0.0035	0.0052
2014-06-12_22:45:55_331097	49653893.0	0.0	0.0	0.0	-3.674	-68.595	3.228	-0.393	-0.381	-1.736	0.0	90.0	-32.153	32.153	1000.0	-68.595	0.025	0.0	0.0	0.814	0.814	0	0	0	0.08	0.0	0.0	0.0	0.0	0.814	20.081	239.0	249.0	0.052	0.078	-0.01	0.0063	0.0034	0.0002	0.0034	0.0054
2014-06-12_22:45:55_351308	49674073.0	0.0	0.0	0.0	-0.323	-55.198	-3.169	-0.087	-0.341	-1.049	0.0	89.99	-28.625	28.625	1000.0	-55.198	0.025	0.0	0.0	0.726	0.726	0	0	0	0.08	0.0	0.0	0.0	0.0	0.726	20.049	240.0	249.0	0.053	0.077	-0.0101	0.0065	0.0032	0.0002	0.0034	0.0053
2014-06-12_22:45:55_371609	49694411.0	0.0	0.0	0.0	1.807	-66.526	0.984	0.241	0.225	-0.616	0.0	-90.0	-28.54	28.54	1000.0	-66.526	0.025	0.0	0.0	0.724	0.724	0	0	0	0.08	0.0	0.0	0.0	0.0	0.724	20.131	240.0	249.0	0.053	0.077	-0.01	0.0063	0.0034	0.0002	0.0034	0.0054
2014-06-12_22:45:55_393341	49716111.0	0.0	0.0	0.0	2.082	-48.839	2.678	-0.271	0.386	-1.018	0.0	90.0	-25.151	25.151	1000.0	-48.839	0.025	0.0	0.0	0.639	0.639	0	0	0	0.08	0.0	0.0	0.0	0.0	0.639	21.287	240.0	249.0	0.054	0.076	-0.0115	0.0064	0.0046	0.0003	0.0036	0.0053
2014-06-12_22:45:55_413464	49736224.0	0.0	0.0	0.0	1.12	-46.885	-1.497	-0.462	-0.067	-1.45	0.0	90.0	-21.915	21.915	1000.0	-46.885	0.025	0.0	0.0	0.558	0.558	0	0	0	0.08	0.0	0.0	0.0	0.0	0.558	20.29	240.0	248.0	0.054	0.075	-0.0099	0.0064	0.0034	0.0002	0.0034	0.0052
2014-06-12_22:45:55_433461	49756257.0	0.0	0.0	0.0	-7.498	-58.633	0.06	-0.424	-0.396	-1.509	0.0	90.0	-18.542	18.542	1000.0	-58.633	0.025	0.0	0.0	0.474	0.474	0	0	0	0.08	0.0	0.0	0.0	0.0	0.474	19.754	241.0	248.0	0.055	0.074	-0.0098	0.0063	0.0032	0.0002	0.0035	0.0052
2014-06-12_22:45:55_453457	49776219.0	0.0	0.0	0.0	-6.01	-60.541	0.19	-0.527	0.317	-0.605	0.0	90.0	-15.188	15.188	1000.0	-60.541	0.025	0.0	0.0	0.39	0.39	0	0	0	0.08	0.0	0.0	0.0	0.0	0.39	19.931	241.0	247.0	0.056	0.073	-0.0097	0.0064	0.0033	0.0002	0.0034	0.0052
2014-06-12_22:45:55_474161	49796924.0	0.0	0.0	0.0	-1.231	-57.206	-2.787	-0.526	0.728	-0.836	0.0	90.0	-11.963	11.963	1000.0	-57.206	0.025	0.0	0.0	0.309	0.309	0	0	0	0.08	0.0	0.0	0.0	0.0	0.309	20.0	241.0	247.0	0.057	0.073	-0.0105	0.0063	0.0035	0.0002	0.0039	0.0053
2014-06-12_22:45:55_493994	49816759.0	0.0	0.0	0.0	-3.17	-59.961	0.22	-0.566	0.388	-0.477	0.0	90.01	-8.729	8.729	1000.0	-59.961	0.025	0.0	0.0	0.228	0.228	0	0	0	0.08	0.0	0.0	0.0	0.0	0.228	20.336	241.0	247.0	0.058	0.072	-0.0096	0.0064	0.0032	0.0002	0.0034	0.0051
2014-06-12_22:45:55_514134	49836897.0	0.0	0.0	0.0	0.723	-53.969	0.594	-0.327	0.033	-1.271	0.0	90.0	-5.716	5.716	1000.0	-53.969	0.025	0.0	0.0	0.153	0.153	0	0	0	0.08	0.0	0.0	0.0	0.0	0.153	19.64	242.0	246.0	0.058	0.071	-0.0099	0.0062	0.0034	0.0002	0.0035	0.0053
2014-06-12_22:45:55_534325	49857120.0	0.0	0.0	0.0	-3.162	-42.786	4.251	-0.008	0.102	-0.616	0.0	89.89	-2.956	2.956	1000.0	-42.786	0.025	0.0	0.0	0.084	0.084	0	0	0	0.08	0.0	0.0	0.0	0.0	0.084	20.204	242.0	246.0	0.059	0.07	-0.01	0.0064	0.0035	0.0002	0.0035	0.0051
2014-06-12_22:45:55_554597	49877360.0	0.0	0.0	0.0	-5.33	-62.457	3.869	-0.152	0.3	-0.492	0.0	90.0	0.122	-0.122	997.568	-62.457	0.025	0.0	0.0	0.007	0.007	0	0	0	0.08	0.0	0.0	0.0	0.0	0.007	19.921	242.0	246.0	0.06	0.069	-0.01	0.0062	0.0035	0.0002	0.0035	0.0053
2014-06-12_22:45:55_575147	49897909.0	0.0	0.0	0.0	-1.155	8.924	-7.719	0.095	-0.096	-0.857	0.0	-89.99	-1.86	1.86	1000.0	8.924	0.025	0.0	0.0	0.057	0.057	0	0	0	0.08	0.0	0.0	0.0	0.0	0.057	20.609	242.0	246.0	0.059	0.07	-0.0105	0.0065	0.0037	0.0002	0.0035	0.0052
2014-06-12_22:45:55_595914	49918676.0	0.0	0.0	0.0	-0.063	20.077	0.434	0.093	-1.004	-1.169	0.0	-89.99	-4.024	4.024	1000.0	20.077	0.025	0.0	0.0	0.111	0.111	0	0	0	0.08	0.0	0.0	0.0	0.0	0.111	20.389	242.0	246.0	0.059	0.07	-0.0104	0.0063	0.0038	0.0002	0.0035	0.0053
2014-06-12_22:45:55_615934	49938801.0	0.0	0.0	0.0	3.387	16.329	0.686	-0.039	-0.473	-1.489	0.0	89.95	-2.467	2.467	1000.0	16.329	0.025	0.0	0.0	0.072	0.072	0	0	0	0.08	0.0	0.0	0.0	0.0	0.072	20.162	242.0	246.0	0.059	0.07	-0.0099	0.0063	0.0034	0.0002	0.0034	0.0051
2014-06-12_22:45:55_636877	49959680.0	0.0	0.0	0.0	0.089	26.26	-4.383	-0.713	0.149	-0.811	0.0	90.0	-1.136	1.136	1000.0	26.26	0.025	0.0	0.0	0.038	0.038	0	0	0	0.08	0.0	0.0	0.0	0.0	0.038	20.121	242.0	246.0	0.06	0.069	-0.0106	0.0063	0.0036	0.0002	0.0039	0.0053
2014-06-12_22:45:55_657667	49980437.0	0.0	0.0	0.0	5.547	15.123	4.068	-0.271	0.061	-1.011	0.0	90.0	0.373	-0.373	992.094	15.123	0.025	0.0	0.0	0.001	0.001	0	0	0	0.08	0.0	0.0	0.0	0.0	0.001	21.214	242.0	246.0	0.06	0.069	-0.0106	0.0063	0.0041	0.0002	0.0033	0.0053
2014-06-12_22:45:55_678316	50001082.0	0.0	0.0	0.0	-1.773	22.13	-0.81	-0.329	0.29	-0.878	0.0	90.0	1.726	-1.726	957.128	22.13	0.025	0.0	0.0	-0.034	-0.034	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.034	20.259	242.0	246.0	0.06	0.069	-0.0104	0.0063	0.0038	0.0002	0.0035	0.0053
2014-06-12_22:45:55_698773	50021535.0	0.0	0.0	0.0	-0.437	33.642	0.762	-0.046	0.65	-1.347	0.0	89.96	2.818	-2.818	899.597	33.642	0.025	0.0	0.0	-0.061	-0.061	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.061	20.419	243.0	245.0	0.061	0.068	-0.0102	0.0063	0.0037	0.0002	0.0034	0.0053
2014-06-12_22:45:55_719215	50041978.0	0.0	0.0	0.0	7.509	25.604	4.755	-0.765	0.358	-0.543	0.0	90.01	4.055	-4.055	817.844	25.604	0.025	0.0	0.0	-0.093	-0.093	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.093	20.159	243.0	245.0	0.061	0.068	-0.0103	0.0063	0.0036	0.0002	0.0036	0.0053
2014-06-12_22:45:55_739775	50062576.0	0.0	0.0	0.0	-3.972	16.535	-2.322	-0.178	-0.197	-1.177	0.0	90.0	5.442	-5.442	706.343	16.535	0.025	0.0	0.0	-0.129	-0.129	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.129	20.488	243.0	245.0	0.061	0.068	-0.0103	0.0063	0.0036	0.0002	0.0034	0.0054
2014-06-12_22:45:55_759921	50082687.0	0.0	0.0	0.0	1.25	12.451	5.251	-0.39	-0.522	-1.033	0.0	90.0	6.889	-6.889	568.301	12.451	0.025	0.0	0.0	-0.167	-0.167	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.167	20.038	243.0	245.0	0.062	0.067	-0.01	0.0062	0.0035	0.0002	0.0034	0.0053
2014-06-12_22:45:55_780289	50103049.0	0.0	0.0	0.0	2.38	19.55	4.709	-0.066	0.005	-1.065	0.0	89.98	8.164	-8.164	403.509	19.55	0.025	0.0	0.0	-0.2	-0.2	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.2	20.185	243.0	245.0	0.062	0.067	-0.01	0.0063	0.0035	0.0002	0.0034	0.0053
2014-06-12_22:45:55_800859	50123627.0	0.0	0.0	0.0	2.395	19.268	-3.383	-0.449	0.229	-1.098	0.0	90.0	9.419	-9.419	213.072	19.268	0.025	0.0	0.0	-0.233	-0.233	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.233	20.218	243.0	245.0	0.062	0.066	-0.0103	0.0064	0.0036	0.0002	0.0035	0.0054
2014-06-12_22:45:55_821165	50143928.0	0.0	0.0	0.0	1.456	21.336	-0.772	-0.426	-0.149	-0.647	0.0	90.0	10.606	-10.606	-2.309	21.336	0.025	0.0	0.0	-0.265	-0.265	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.265	20.307	243.0	245.0	0.063	0.066	-0.0101	0.0063	0.0035	0.0002	0.0034	0.0054
2014-06-12_22:45:55_841657	50164458.0	0.0	0.0	0.0	2.349	15.787	-5.306	-0.561	0.168	-0.607	0.0	90.01	11.881	-11.881	-242.514	15.787	0.025	0.0	0.0	-0.299	-0.299	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.299	20.217	243.0	244.0	0.063	0.066	-0.0103	0.0064	0.0036	0.0002	0.0035	0.0053
2014-06-12_22:45:55_862028	50184790.0	0.0	0.0	0.0	-7.208	18.718	-6.948	-0.607	0.953	-0.408	0.0	90.01	13.071	-13.071	-508.311	18.718	0.025	0.0	0.0	-0.332	-0.332	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.332	20.335	244.0	244.0	0.063	0.065	-0.0101	0.0063	0.0035	0.0002	0.0035	0.0053
2014-06-12_22:45:55_882598	50205358.0	0.0	0.0	0.0	5.288	36.275	4.785	-0.414	0.458	-1.03	0.0	90.0	13.888	-13.888	-790.317	36.275	0.025	0.0	0.0	-0.355	-0.355	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.355	20.306	244.0	244.0	0.064	0.065	-0.0104	0.0063	0.0037	0.0002	0.0035	0.0053
2014-06-12_22:45:55_902859	50225622.0	0.0	0.0	0.0	0.013	26.466	-0.657	-0.363	0.24	-0.988	0.0	90.0	14.884	-14.884	-1000.0	26.466	0.025	0.0	0.0	-0.382	-0.382	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.382	20.295	244.0	244.0	0.064	0.065	-0.01	0.0064	0.0035	0.0002	0.0034	0.0052
2014-06-12_22:45:55_923464	50246227.0	0.0	0.0	0.0	-2.071	22.695	3.175	-0.259	-0.31	-1.294	0.0	90.0	15.934	-15.934	-1000.0	22.695	0.025	0.0	0.0	-0.408	-0.408	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.408	20.309	244.0	244.0	0.064	0.064	-0.0103	0.0063	0.0037	0.0002	0.0034	0.0053
2014-06-12_22:45:55_943639	50266401.0	0.0	0.0	0.0	-0.353	34.184	4.304	-0.236	-0.394	-1.581	0.0	90.0	16.741	-16.741	-1000.0	34.184	0.025	0.0	0.0	-0.429	-0.429	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.429	20.145	244.0	244.0	0.064	0.064	-0.01	0.0063	0.0035	0.0002	0.0034	0.0052
2014-06-12_22:45:55_964089	50286849.0	0.0	0.0	0.0	2.189	34.924	0.831	-0.018	-0.045	-1.292	0.0	89.9	17.517	-17.517	-1000.0	34.924	0.025	0.0	0.0	-0.448	-0.448	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.448	20.058	244.0	244.0	0.064	0.064	-0.0101	0.0063	0.0034	0.0002	0.0035	0.0053
2014-06-12_22:45:55_983980	50306792.0	0.0	0.0	0.0	-0.269	29.199	1.969	-0.231	0.102	-1.495	0.0	90.0	18.396	-18.396	-1000.0	29.199	0.025	0.0	0.0	-0.47	-0.47	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.47	19.96	244.0	244.0	0.065	0.064	-0.0098	0.0064	0.0032	0.0002	0.0034	0.0051
2014-06-12_22:45:56_004159	50326925.0	0.0	0.0	0.0	-0.727	31.924	1.823	-0.109	0.2	-0.934	0.0	89.99	19.207	-19.207	-1000.0	31.924	0.025	0.0	0.0	-0.49	-0.49	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.49	19.855	244.0	244.0	0.065	0.063	-0.0098	0.0063	0.0033	0.0002	0.0034	0.0053
2014-06-12_22:45:56_024059	50346902.0	0.0	0.0	0.0	1.899	28.153	-3.986	-0.283	-0.054	-1.228	0.0	90.0	20.073	-20.073	-1000.0	28.153	0.025	0.0	0.0	-0.512	-0.512	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.512	19.93	244.0	243.0	0.065	0.063	-0.0098	0.0064	0.0032	0.0002	0.0033	0.0052
2014-06-12_22:45:56_044530	50367295.0	0.0	0.0	0.0	1.288	34.405	-1.314	-0.28	-0.26	-1.216	0.0	90.0	20.796	-20.796	-1000.0	34.405	0.025	0.0	0.0	-0.53	-0.53	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.53	20.019	244.0	243.0	0.065	0.063	-0.0102	0.0065	0.0033	0.0002	0.0035	0.0053
2014-06-12_22:45:56_064638	50387401.0	0.0	0.0	0.0	2.196	34.443	-0.352	-0.262	-0.485	-1.194	0.0	90.0	21.505	-21.505	-1000.0	34.443	0.025	0.0	0.0	-0.548	-0.548	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.548	20.006	244.0	243.0	0.065	0.063	-0.0099	0.0064	0.0032	0.0002	0.0034	0.0053
2014-06-12_22:45:56_084790	50407554.0	0.0	0.0	0.0	1.845	30.894	-7.161	-0.324	-0.37	-1.39	0.0	90.0	22.27	-22.27	-1000.0	30.894	0.025	0.0	0.0	-0.567	-0.567	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.567	19.99	244.0	243.0	0.066	0.062	-0.0099	0.0064	0.0033	0.0002	0.0035	0.0053
2014-06-12_22:45:56_105167	50427929.0	0.0	0.0	0.0	-0.285	31.359	-2.719	-0.257	-0.184	-1.314	0.0	90.0	23.007	-23.007	-1000.0	31.359	0.025	0.0	0.0	-0.585	-0.585	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.585	20.096	245.0	243.0	0.066	0.062	-0.0101	0.0063	0.0033	0.0003	0.0034	0.0054
2014-06-12_22:45:56_125415	50448180.0	0.0	0.0	0.0	1.486	35.016	1.419	-0.441	-0.212	-1.112	0.0	90.0	23.659	-23.659	-1000.0	35.016	0.025	0.0	0.0	-0.601	-0.601	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.601	20.038	245.0	243.0	0.066	0.062	-0.01	0.0063	0.0033	0.0002	0.0034	0.0053
2014-06-12_22:45:56_145515	50468278.0	0.0	0.0	0.0	-1.292	32.39	-3.841	-0.355	-0.311	-0.994	0.0	90.0	24.348	-24.348	-1000.0	32.39	0.025	0.0	0.0	-0.619	-0.619	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.619	20.08	245.0	243.0	0.066	0.062	-0.01	0.0063	0.0033	0.0002	0.0033	0.0053
2014-06-12_22:45:56_165923	50488681.0	0.0	0.0	0.0	-1.422	34.375	-2.52	-0.373	-0.297	-0.861	0.0	90.0	24.983	-24.983	-1000.0	34.375	0.025	0.0	0.0	-0.635	-0.635	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.635	20.14	245.0	243.0	0.066	0.062	-0.01	0.0063	0.0034	0.0002	0.0035	0.0052
2014-06-12_22:45:56_186220	50509064.0	0.0	0.0	0.0	-0.491	34.428	-0.619	-0.246	-0.178	-0.827	0.0	90.0	25.604	-25.604	-1000.0	34.428	0.025	0.0	0.0	-0.65	-0.65	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.65	20.143	245.0	243.0	0.067	0.062	-0.0101	0.0063	0.0035	0.0002	0.0034	0.0053
2014-06-12_22:45:56_206567	50529337.0	0.0	0.0	0.0	-0.407	28.535	-4.589	-0.289	-0.003	-0.706	0.0	90.0	26.332	-26.332	-1000.0	28.535	0.025	0.0	0.0	-0.668	-0.668	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.668	20.015	245.0	243.0	0.067	0.061	-0.01	0.0063	0.0034	0.0002	0.0035	0.0054
2014-06-12_22:45:56_226869	50549638.0	0.0	0.0	0.0	-0.33	29.443	-0.299	-0.146	0.266	-0.779	0.0	90.0	27.024	-27.024	-1000.0	29.443	0.025	0.0	0.0	-0.686	-0.686	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.686	20.155	245.0	243.0	0.067	0.061	-0.01	0.0063	0.0034	0.0002	0.0034	0.0055
2014-06-12_22:45:56_247145	50569906.0	0.0	0.0	0.0	0.143	31.375	-1.215	-0.242	0.368	-0.808	0.0	90.0	27.664	-27.664	-1000.0	31.375	0.025	0.0	0.0	-0.702	-0.702	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.702	20.139	245.0	243.0	0.067	0.061	-0.0101	0.0063	0.0034	0.0002	0.0035	0.0053
2014-06-12_22:45:56_267282	50590079.0	0.0	0.0	0.0	0.975	31.955	-2.879	-0.212	0.461	-0.936	0.0	90.0	28.28	-28.28	-1000.0	31.955	0.025	0.0	0.0	-0.717	-0.717	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.717	20.137	245.0	243.0	0.067	0.061	-0.0098	0.0062	0.0035	0.0002	0.0033	0.0054
2014-06-12_22:45:56_287709	50610474.0	0.0	0.0	0.0	1.296	33.733	-0.948	-0.138	0.338	-0.858	0.0	90.0	28.855	-28.855	-1000.0	33.733	0.025	0.0	0.0	-0.731	-0.731	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.731	19.965	245.0	243.0	0.067	0.061	-0.0103	0.0063	0.0034	0.0002	0.0036	0.0054
2014-06-12_22:45:56_308136	50630904.0	0.0	0.0	0.0	1.99	36.825	-0.726	-0.158	0.254	-0.989	0.0	90.0	29.34	-29.34	-1000.0	36.825	0.025	0.0	0.0	-0.744	-0.744	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.744	20.433	245.0	242.0	0.067	0.06	-0.0101	0.0063	0.0035	0.0002	0.0034	0.0054
2014-06-12_22:45:56_328479	50651253.0	0.0	0.0	0.0	1.509	37.779	0.121	-0.022	0.409	-1.414	0.0	89.92	29.809	-29.809	-1000.0	37.779	0.025	0.0	0.0	-0.755	-0.755	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.755	20.065	245.0	242.0	0.068	0.06	-0.0101	0.0063	0.0034	0.0002	0.0035	0.0054
2014-06-12_22:45:56_348816	50671582.0	0.0	0.0	0.0	-0.239	34.314	2.449	-0.017	0.486	-1.451	0.0	89.88	30.328	-30.328	-1000.0	34.314	0.025	0.0	0.0	-0.768	-0.768	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.768	20.292	245.0	242.0	0.068	0.06	-0.0101	0.0062	0.0037	0.0002	0.0033	0.0055
2014-06-12_22:45:56_368913	50691723.0	0.0	0.0	0.0	0.662	33.833	-0.1	0.024	0.321	-0.951	0.0	-89.95	27.262	-27.262	-1000.0	33.833	0.025	0.0	0.0	-0.692	-0.692	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.692	19.906	245.0	243.0	0.067	0.061	-0.0099	0.0064	0.0032	0.0002	0.0035	0.0053
2014-06-12_22:45:56_390881	50713644.0	0.0	0.0	0.0	1.609	37.107	-1.566	-0.062	-0.018	-0.808	0.0	89.99	27.784	-27.784	-1000.0	37.107	0.025	0.0	0.0	-0.705	-0.705	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.705	20.155	245.0	243.0	0.067	0.061	-0.0117	0.0064	0.0034	0.0002	0.0034	0.0071
2014-06-12_22:45:56_411344	50734106.0	0.0	0.0	0.0	1.509	39.581	0.564	-0.037	0.016	-0.597	0.0	89.98	28.18	-28.18	-1000.0	39.581	0.025	0.0	0.0	-0.714	-0.714	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.714	21.866	245.0	243.0	0.067	0.061	-0.0101	0.0063	0.0034	0.0002	0.0035	0.0054
2014-06-12_22:45:56_431340	50754103.0	0.0	0.0	0.0	2.708	44.176	-0.009	0.001	0.17	-0.746	0.0	-88.98	24.972	-24.972	-1000.0	44.176	0.025	0.0	0.0	-0.634	-0.634	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.634	19.961	245.0	243.0	0.066	0.062	-0.0098	0.0063	0.0032	0.0002	0.0035	0.0053
2014-06-12_22:45:56_451730	50774493.0	0.0	0.0	0.0	3.983	48.023	0.144	-0.059	0.15	-0.805	0.0	89.99	25.321	-25.321	-1000.0	48.023	0.025	0.0	0.0	-0.643	-0.643	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.643	20.211	245.0	243.0	0.066	0.062	-0.0101	0.0063	0.0035	0.0002	0.0035	0.0052
2014-06-12_22:45:56_471724	50794547.0	0.0	0.0	0.0	4.723	55.031	2.358	0.034	-0.103	-1.09	0.0	-89.96	21.938	-21.938	-1000.0	55.031	0.025	0.0	0.0	-0.558	-0.558	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.558	19.976	244.0	243.0	0.066	0.063	-0.0099	0.0063	0.0033	0.0002	0.0034	0.0052
2014-06-12_22:45:56_492169	50814932.0	0.0	0.0	0.0	3.563	48.596	-2.696	0.104	-0.213	-1.016	0.0	-89.99	18.743	-18.743	-1000.0	48.596	0.025	0.0	0.0	-0.479	-0.479	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.479	20.085	244.0	244.0	0.065	0.063	-0.01	0.0063	0.0034	0.0002	0.0035	0.0053
2014-06-12_22:45:56_512051	50834866.0	0.0	0.0	0.0	1.349	48.191	0.014	0.161	-0.446	-0.75	0.0	-90.0	15.626	-15.626	-1000.0	48.191	0.025	0.0	0.0	-0.401	-0.401	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.401	19.949	244.0	244.0	0.064	0.064	-0.0098	0.0063	0.0033	0.0002	0.0034	0.0052
2014-06-12_22:45:56_532244	50855001.0	0.0	0.0	0.0	4.693	51.695	2.907	0.103	-0.287	-1.018	0.0	-89.99	12.505	-12.505	-1000.0	51.695	0.025	0.0	0.0	-0.323	-0.323	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.323	19.907	244.0	244.0	0.063	0.065	-0.0098	0.0063	0.0034	0.0002	0.0034	0.0053
