datetime	reltime	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	angle	error	integral	derivative	Kp	Ki	Kd	pid_output	target_angleRate2	error2	integral2	derivative2	Kp2	Ki2	Kd2	pid_output2	pitch_offset_force	pitch_offset	dt	m1_pos	m2_pos	m1_percent	m2_percent	sleep_time	sensor_time	getch_time	pid_time	motors_time	curses_time
2014-06-12_22:45:08_083639	2406486.0	0.0	0.0	0.0	-1.552	-23.549	-0.421	-0.195	0.094	-0.835	0.0	90.0	23.027	-23.027	-1000.0	-23.549	0.08	0.0	0.0	-1.852	-1.852	0	0	0	0.08	0.0	0.0	0.0	0.0	-1.852	20.145	249.0	238.0	0.079	0.048	-0.0101	0.0063	0.0034	0.0002	0.0035	0.0053
2014-06-12_22:45:08_104024	2426787.0	0.0	0.0	0.0	-3.285	-17.022	1.51	-0.3	-0.113	-0.878	0.0	90.0	24.704	-24.704	-1000.0	-17.022	0.08	0.0	0.0	-1.986	-1.986	0	0	0	0.08	0.0	0.0	0.0	0.0	-1.986	20.224	250.0	237.0	0.08	0.046	-0.0101	0.0063	0.0035	0.0002	0.0036	0.0052
2014-06-12_22:45:08_124232	2446993.0	0.0	0.0	0.0	-1.613	-15.015	1.358	-0.315	-0.054	-0.96	0.0	90.0	26.305	-26.305	-1000.0	-15.015	0.08	0.0	0.0	-2.114	-2.114	0	0	0	0.08	0.0	0.0	0.0	0.0	-2.114	20.068	250.0	236.0	0.081	0.045	-0.01	0.0064	0.0033	0.0002	0.0035	0.0053
2014-06-12_22:45:08_144492	2467255.0	0.0	0.0	0.0	-0.224	-3.984	2.969	-0.3	0.03	-1.112	0.0	90.0	27.657	-27.657	-1000.0	-3.984	0.08	0.0	0.0	-2.223	-2.223	0	0	0	0.08	0.0	0.0	0.0	0.0	-2.223	20.058	251.0	236.0	0.082	0.043	-0.01	0.0063	0.0034	0.0002	0.0034	0.0054
2014-06-12_22:45:08_164730	2487502.0	0.0	0.0	0.0	0.54	6.993	2.785	-0.243	0.042	-1.316	0.0	90.0	28.767	-28.767	-1000.0	6.993	0.08	0.0	0.0	-2.311	-2.311	0	0	0	0.08	0.0	0.0	0.0	0.0	-2.311	19.944	251.0	236.0	0.083	0.042	-0.01	0.0063	0.0033	0.0002	0.0035	0.0054
2014-06-12_22:45:08_185085	2507846.0	0.0	0.0	0.0	-0.941	5.649	1.633	-0.21	-0.112	-1.551	0.0	90.0	29.88	-29.88	-1000.0	5.649	0.08	0.0	0.0	-2.4	-2.4	0	0	0	0.08	0.0	0.0	0.0	0.0	-2.4	20.273	251.0	235.0	0.084	0.041	-0.0101	0.0063	0.0034	0.0003	0.0034	0.0052
2014-06-12_22:45:08_205414	2528212.0	0.0	0.0	0.0	-3.445	-1.511	-0.062	-0.139	-0.288	-1.269	0.0	89.99	31.112	-31.112	-1000.0	-1.511	0.08	0.0	0.0	-2.499	-2.499	0	0	0	0.08	0.0	0.0	0.0	0.0	-2.499	20.176	252.0	235.0	0.085	0.04	-0.0102	0.0064	0.0035	0.0002	0.0034	0.0053
2014-06-12_22:45:08_225850	2548616.0	0.0	0.0	0.0	-1.735	2.657	2.213	-0.187	-0.356	-1.029	0.0	90.0	32.237	-32.237	-1000.0	2.657	0.08	0.0	0.0	-2.589	-2.589	0	0	0	0.08	0.0	0.0	0.0	0.0	-2.589	20.296	252.0	234.0	0.086	0.039	-0.0102	0.0063	0.0036	0.0002	0.0035	0.0052
2014-06-12_22:45:08_247890	2570656.0	0.0	0.0	0.0	-0.155	15.321	3.885	-0.221	-0.409	-1.026	0.0	90.0	33.067	-33.067	-1000.0	15.321	0.08	0.0	0.0	-2.655	-2.655	0	0	0	0.08	0.0	0.0	0.0	0.0	-2.655	21.63	252.0	234.0	0.087	0.038	-0.0117	0.0063	0.005	0.0002	0.0035	0.0054
2014-06-12_22:45:08_267922	2590689.0	0.0	0.0	0.0	4.769	25.146	2.159	-0.275	0.065	-1.457	0.0	90.0	33.714	-33.714	-1000.0	25.146	0.08	0.0	0.0	-2.707	-2.707	0	0	0	0.08	0.0	0.0	0.0	0.0	-2.707	19.953	253.0	234.0	0.087	0.038	-0.0098	0.0062	0.0033	0.0002	0.0035	0.0053
2014-06-12_22:45:08_288106	2610873.0	0.0	0.0	0.0	0.509	16.573	1.083	-0.273	0.033	-1.172	0.0	90.0	34.515	-34.515	-1000.0	16.573	0.08	0.0	0.0	-2.771	-2.771	0	0	0	0.08	0.0	0.0	0.0	0.0	-2.771	20.002	253.0	234.0	0.088	0.037	-0.0099	0.0063	0.0033	0.0002	0.0035	0.0054
2014-06-12_22:45:08_308302	2631068.0	0.0	0.0	0.0	1.784	14.672	1.778	-0.2	-0.122	-1.122	0.0	90.0	35.336	-35.336	-1000.0	14.672	0.08	0.0	0.0	-2.837	-2.837	0	0	0	0.08	0.0	0.0	0.0	0.0	-2.837	20.059	253.0	233.0	0.088	0.036	-0.01	0.0064	0.0033	0.0002	0.0034	0.0053
2014-06-12_22:45:08_328405	2651178.0	0.0	0.0	0.0	3.685	28.184	-1.207	-0.18	-0.223	-0.95	0.0	90.0	35.879	-35.879	-1000.0	28.184	0.08	0.0	0.0	-2.88	-2.88	0	0	0	0.08	0.0	0.0	0.0	0.0	-2.88	19.941	253.0	233.0	0.089	0.036	-0.0099	0.0063	0.0032	0.0002	0.0034	0.0054
2014-06-12_22:45:08_349002	2671771.0	0.0	0.0	0.0	1.212	24.55	-1.406	-0.205	-0.317	-1.14	0.0	90.0	36.478	-36.478	-1000.0	24.55	0.08	0.0	0.0	-2.928	-2.928	0	0	0	0.08	0.0	0.0	0.0	0.0	-2.928	20.099	253.0	233.0	0.089	0.035	-0.0103	0.0064	0.0033	0.0003	0.0035	0.0055
2014-06-12_22:45:08_369247	2692011.0	0.0	0.0	0.0	-2.697	28.718	1.449	-0.22	-0.444	-1.131	0.0	90.0	36.977	-36.977	-1000.0	28.718	0.08	0.0	0.0	-2.968	-2.968	0	0	0	0.08	0.0	0.0	0.0	0.0	-2.968	20.281	254.0	233.0	0.09	0.035	-0.01	0.0063	0.0033	0.0002	0.0035	0.0053
2014-06-12_22:45:08_389547	2712312.0	0.0	0.0	0.0	-1.521	33.993	0.472	-0.13	-0.105	-1.184	0.0	89.99	37.367	-37.367	-1000.0	33.993	0.08	0.0	0.0	-2.999	-2.999	0	0	0	0.08	0.0	0.0	0.0	0.0	-2.999	20.132	254.0	233.0	0.09	0.035	-0.0101	0.0064	0.0033	0.0002	0.0035	0.0054
2014-06-12_22:45:08_409688	2732453.0	0.0	0.0	0.0	1.723	42.649	-2.818	-0.314	0.012	-0.99	0.0	90.0	37.58	-37.58	-1000.0	42.649	0.08	0.0	0.0	-3.016	-3.016	0	0	0	0.08	0.0	0.0	0.0	0.0	-3.016	20.099	254.0	233.0	0.09	0.034	-0.0099	0.0064	0.0033	0.0002	0.0035	0.0053
2014-06-12_22:45:08_429972	2752745.0	0.0	0.0	0.0	0.402	43.52	-1.375	-0.251	0.674	-0.917	0.0	90.0	37.774	-37.774	-1000.0	43.52	0.08	0.0	0.0	-3.032	-3.032	0	0	0	0.08	0.0	0.0	0.0	0.0	-3.032	20.019	254.0	232.0	0.09	0.034	-0.0101	0.0064	0.0033	0.0002	0.0034	0.0054
2014-06-12_22:45:08_450207	2772972.0	0.0	0.0	0.0	0.799	51.092	-3.657	-0.347	0.883	-0.8	0.0	90.0	37.81	-37.81	-1000.0	51.092	0.08	0.0	0.0	-3.035	-3.035	0	0	0	0.08	0.0	0.0	0.0	0.0	-3.035	20.147	254.0	232.0	0.09	0.034	-0.01	0.0063	0.0034	0.0002	0.0034	0.0053
2014-06-12_22:45:08_470252	2793015.0	0.0	0.0	0.0	2.769	51.581	-2.81	-0.108	0.464	-1.399	0.0	89.99	37.85	-37.85	-1000.0	51.581	0.08	0.0	0.0	-3.038	-3.038	0	0	0	0.08	0.0	0.0	0.0	0.0	-3.038	19.853	254.0	232.0	0.09	0.034	-0.0098	0.0064	0.0031	0.0002	0.0035	0.0053
2014-06-12_22:45:08_490252	2813018.0	0.0	0.0	0.0	4.067	56.787	-4.657	-0.418	-0.874	-1.292	0.0	90.0	37.785	-37.785	-1000.0	56.787	0.08	0.0	0.0	-3.033	-3.033	0	0	0	0.08	0.0	0.0	0.0	0.0	-3.033	19.906	254.0	232.0	0.09	0.034	-0.0098	0.0064	0.0032	0.0002	0.0035	0.0052
2014-06-12_22:45:08_510375	2833140.0	0.0	0.0	0.0	2.838	53.596	-3.528	-0.057	-1.57	-0.821	0.0	89.99	37.784	-37.784	-1000.0	53.596	0.08	0.0	0.0	-3.033	-3.033	0	0	0	0.08	0.0	0.0	0.0	0.0	-3.033	19.894	254.0	232.0	0.09	0.034	-0.0098	0.0063	0.0032	0.0002	0.0034	0.0054
2014-06-12_22:45:08_530292	2853091.0	0.0	0.0	0.0	0.685	71.863	5.419	0.008	0.25	-1.186	0.0	-89.8	33.843	-33.843	-1000.0	71.863	0.08	0.0	0.0	-2.717	-2.717	0	0	0	0.08	0.0	0.0	0.0	0.0	-2.717	19.728	253.0	234.0	0.087	0.038	-0.0097	0.0063	0.003	0.0002	0.0035	0.0053
2014-06-12_22:45:08_550861	2873629.0	0.0	0.0	0.0	3.357	71.413	-2.314	0.079	1.148	-0.884	0.0	-89.99	29.947	-29.947	-1000.0	71.413	0.08	0.0	0.0	-2.406	-2.406	0	0	0	0.08	0.0	0.0	0.0	0.0	-2.406	20.281	251.0	235.0	0.084	0.041	-0.0102	0.0063	0.0035	0.0002	0.0034	0.0055
2014-06-12_22:45:08_570980	2893738.0	0.0	0.0	0.0	-2.674	77.657	3.32	0.045	0.573	-1.083	0.0	-89.97	26.013	-26.013	-1000.0	77.657	0.08	0.0	0.0	-2.091	-2.091	0	0	0	0.08	0.0	0.0	0.0	0.0	-2.091	20.178	250.0	237.0	0.081	0.045	-0.01	0.0063	0.0034	0.0002	0.0034	0.0053
2014-06-12_22:45:08_591444	2914208.0	0.0	0.0	0.0	2.67	77.756	-2.802	0.085	-1.892	-0.909	0.0	-89.99	22.153	-22.153	-1000.0	77.756	0.08	0.0	0.0	-1.782	-1.782	0	0	0	0.08	0.0	0.0	0.0	0.0	-1.782	20.214	249.0	238.0	0.078	0.049	-0.0101	0.0063	0.0035	0.0002	0.0034	0.0054
2014-06-12_22:45:08_611595	2934447.0	0.0	0.0	0.0	5.166	90.062	4.617	0.022	0.411	-1.14	0.0	-89.93	18.139	-18.139	-1000.0	90.062	0.08	0.0	0.0	-1.461	-1.461	0	0	0	0.08	0.0	0.0	0.0	0.0	-1.461	20.085	248.0	239.0	0.075	0.052	-0.01	0.0063	0.0034	0.0002	0.0035	0.0052
2014-06-12_22:45:08_632402	2955173.0	0.0	0.0	0.0	6.914	87.649	-2.436	-0.02	1.528	-0.996	0.0	89.94	17.836	-17.836	-1000.0	87.649	0.08	0.0	0.0	-1.437	-1.437	0	0	0	0.08	0.0	0.0	0.0	0.0	-1.437	20.236	248.0	239.0	0.074	0.052	-0.0105	0.0063	0.0036	0.0002	0.0035	0.0056
2014-06-12_22:45:08_652561	2975324.0	0.0	0.0	0.0	4.746	90.878	-5.703	0.06	0.788	-0.296	0.0	-90.0	13.88	-13.88	-1000.0	90.878	0.08	0.0	0.0	-1.12	-1.12	0	0	0	0.08	0.0	0.0	0.0	0.0	-1.12	20.206	247.0	241.0	0.071	0.056	-0.0099	0.0063	0.0032	0.0002	0.0035	0.0054
2014-06-12_22:45:08_672763	2995526.0	0.0	0.0	0.0	-3.995	95.749	0.106	-0.091	-2.01	-1.072	0.0	89.99	13.509	-13.509	-1000.0	95.749	0.08	0.0	0.0	-1.091	-1.091	0	0	0	0.08	0.0	0.0	0.0	0.0	-1.091	20.173	246.0	241.0	0.071	0.056	-0.0101	0.0063	0.0034	0.0002	0.0035	0.0053
2014-06-12_22:45:08_693056	3015820.0	0.0	0.0	0.0	15.38	97.298	-0.406	0.574	-0.826	-0.93	0.0	-90.0	9.521	-9.521	-1000.0	97.298	0.08	0.0	0.0	-0.772	-0.772	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.772	20.117	245.0	242.0	0.068	0.06	-0.01	0.0063	0.0034	0.0002	0.0034	0.0053
2014-06-12_22:45:08_713249	3036011.0	0.0	0.0	0.0	10.57	115.924	6.098	-0.174	1.974	-0.622	0.0	90.0	8.847	-8.847	-1000.0	115.924	0.08	0.0	0.0	-0.718	-0.718	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.718	20.101	245.0	243.0	0.067	0.061	-0.01	0.0063	0.0034	0.0002	0.0035	0.0052
2014-06-12_22:45:08_733402	3056166.0	0.0	0.0	0.0	-3.521	116.497	-3.36	0.44	1.781	-1.566	0.0	-90.0	4.599	-4.599	-1000.0	116.497	0.08	0.0	0.0	-0.378	-0.378	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.378	19.89	244.0	244.0	0.064	0.065	-0.0099	0.0064	0.0033	0.0002	0.0035	0.0053
2014-06-12_22:45:08_753465	3076225.0	0.0	0.0	0.0	-5.224	108.611	-4.879	0.075	-1.682	-1.054	0.0	-89.99	0.571	-0.571	-1000.0	108.611	0.08	0.0	0.0	-0.056	-0.056	0	0	0	0.08	0.0	0.0	0.0	0.0	-0.056	20.074	243.0	245.0	0.061	0.068	-0.0098	0.0062	0.0035	0.0002	0.0034	0.0052
2014-06-12_22:45:08_773748	3096515.0	0.0	0.0	0.0	9.967	116.894	-2.825	0.135	-1.994	-1.27	0.0	-89.99	-3.524	3.524	-929.75	116.894	0.08	0.0	0.0	0.273	0.273	0	0	0	0.08	0.0	0.0	0.0	0.0	0.273	19.934	241.0	247.0	0.057	0.072	-0.0101	0.0063	0.0034	0.0002	0.0035	0.0053
2014-06-12_22:45:08_794250	3117007.0	0.0	0.0	0.0	18.876	113.779	2.068	0.803	-2.01	0.309	0.0	90.01	-3.921	3.921	-849.987	113.779	0.08	0.0	0.0	0.305	0.305	0	0	0	0.08	0.0	0.0	0.0	0.0	0.305	20.34	241.0	247.0	0.057	0.073	-0.0103	0.0063	0.0036	0.0002	0.0036	0.0052
2014-06-12_22:45:08_814865	3137630.0	0.0	0.0	0.0	-10.842	124.497	8.503	-0.17	-2.01	-1.235	0.0	90.0	-4.541	4.541	-757.02	124.497	0.08	0.0	0.0	0.356	0.356	0	0	0	0.08	0.0	0.0	0.0	0.0	0.356	20.473	241.0	247.0	0.056	0.073	-0.0103	0.0064	0.0037	0.0002	0.0035	0.0053
2014-06-12_22:45:08_835146	3157939.0	0.0	0.0	0.0	3.67	152.688	-4.299	0.43	0.77	-1.598	0.0	-90.0	-9.284	9.284	-568.789	152.688	0.08	0.0	0.0	0.737	0.737	0	0	0	0.08	0.0	0.0	0.0	0.0	0.737	20.275	239.0	249.0	0.053	0.077	-0.0102	0.0063	0.0034	0.0003	0.0035	0.0052
2014-06-12_22:45:08_855740	3178505.0	0.0	0.0	0.0	6.7	97.161	-8.344	-0.684	1.99	-1.02	0.0	90.0	-9.238	9.238	-380.537	97.161	0.08	0.0	0.0	0.735	0.735	0	0	0	0.08	0.0	0.0	0.0	0.0	0.735	20.377	240.0	249.0	0.053	0.077	-0.0103	0.0063	0.0037	0.0002	0.0034	0.0053
2014-06-12_22:45:08_876325	3199100.0	0.0	0.0	0.0	-12.384	23.252	-8.696	1.635	1.99	-0.209	0.0	-90.01	-11.312	11.312	-153.001	23.252	0.08	0.0	0.0	0.903	0.903	0	0	0	0.08	0.0	0.0	0.0	0.0	0.903	20.114	239.0	250.0	0.051	0.079	-0.0103	0.0063	0.0034	0.0002	0.0034	0.0056
2014-06-12_22:45:08_896909	3219680.0	0.0	0.0	0.0	0.143	-0.068	9.404	0.03	0.478	-1.709	0.0	-89.92	-12.883	12.883	110.96	-0.068	0.08	0.0	0.0	1.032	1.032	0	0	0	0.08	0.0	0.0	0.0	0.0	1.032	20.489	238.0	250.0	0.05	0.081	-0.0103	0.0063	0.0035	0.0002	0.0035	0.0054
2014-06-12_22:45:08_917903	3240666.0	0.0	0.0	0.0	6.601	-18.725	0.778	-0.059	-0.82	-0.848	0.0	89.99	-10.443	10.443	328.644	-18.725	0.08	0.0	0.0	0.839	0.839	0	0	0	0.08	0.0	0.0	0.0	0.0	0.839	20.845	239.0	249.0	0.052	0.079	-0.0107	0.0063	0.004	0.0002	0.0035	0.0054
2014-06-12_22:45:08_938561	3261357.0	0.0	0.0	0.0	-3.346	13.085	-0.161	0.31	-1.533	-2.0	0.0	-90.0	-12.3	12.3	583.094	13.085	0.08	0.0	0.0	0.99	0.99	0	0	0	0.08	0.0	0.0	0.0	0.0	0.99	20.688	239.0	250.0	0.05	0.08	-0.0106	0.0063	0.0038	0.0002	0.0035	0.0053
2014-06-12_22:45:08_959507	3282273.0	0.0	0.0	0.0	10.242	-22.946	1.007	0.968	-0.973	-1.0	0.0	-90.01	-13.388	13.388	860.499	-22.946	0.08	0.0	0.0	1.08	1.08	0	0	0	0.08	0.0	0.0	0.0	0.0	1.08	20.721	238.0	250.0	0.049	0.081	-0.0106	0.0063	0.0039	0.0002	0.0034	0.0054
2014-06-12_22:45:08_980329	3303093.0	0.0	0.0	0.0	12.364	7.97	-4.146	0.534	-0.434	-1.516	0.0	-90.0	-15.081	15.081	1000.0	7.97	0.08	0.0	0.0	1.216	1.216	0	0	0	0.08	0.0	0.0	0.0	0.0	1.216	20.557	238.0	251.0	0.048	0.083	-0.0106	0.0064	0.0038	0.0002	0.0035	0.0054
2014-06-12_22:45:09_000906	3323673.0	0.0	0.0	0.0	-2.491	18.466	2.388	0.298	-0.232	-1.33	0.0	-90.0	-16.948	16.948	1000.0	18.466	0.08	0.0	0.0	1.366	1.366	0	0	0	0.08	0.0	0.0	0.0	0.0	1.366	20.403	237.0	252.0	0.046	0.085	-0.0103	0.0063	0.0036	0.0002	0.0035	0.0054
2014-06-12_22:45:09_020947	3343712.0	0.0	0.0	0.0	1.464	12.069	-3.291	0.108	-0.277	-0.967	0.0	-89.99	-18.646	18.646	1000.0	12.069	0.08	0.0	0.0	1.502	1.502	0	0	0	0.08	0.0	0.0	0.0	0.0	1.502	20.009	237.0	252.0	0.045	0.086	-0.0098	0.0062	0.0032	0.0002	0.0034	0.0054
2014-06-12_22:45:09_041203	3364000.0	0.0	0.0	0.0	1.387	11.077	-5.49	0.375	-0.651	-1.13	0.0	-90.0	-20.291	20.291	1000.0	11.077	0.08	0.0	0.0	1.633	1.633	0	0	0	0.08	0.0	0.0	0.0	0.0	1.633	20.072	236.0	253.0	0.044	0.088	-0.0101	0.0063	0.0034	0.0002	0.0035	0.0053
2014-06-12_22:45:09_061597	3384361.0	0.0	0.0	0.0	0.357	11.749	2.22	0.363	-0.613	-0.953	0.0	-90.0	-21.918	21.918	1000.0	11.749	0.08	0.0	0.0	1.763	1.763	0	0	0	0.08	0.0	0.0	0.0	0.0	1.763	20.271	236.0	253.0	0.042	0.089	-0.0101	0.0064	0.0034	0.0002	0.0034	0.0054
2014-06-12_22:45:09_081759	3404525.0	0.0	0.0	0.0	4.196	19.932	0.64	0.156	-0.835	-1.084	0.0	-90.0	-23.671	23.671	1000.0	19.932	0.08	0.0	0.0	1.904	1.904	0	0	0	0.08	0.0	0.0	0.0	0.0	1.904	19.997	235.0	254.0	0.041	0.091	-0.0099	0.0064	0.0032	0.0002	0.0035	0.0052
2014-06-12_22:45:09_102237	3425001.0	0.0	0.0	0.0	1.509	12.901	-2.215	0.492	-0.935	-0.75	0.0	-90.0	-25.253	25.253	1000.0	12.901	0.08	0.0	0.0	2.03	2.03	0	0	0	0.08	0.0	0.0	0.0	0.0	2.03	20.257	235.0	255.0	0.04	0.092	-0.0102	0.0064	0.0035	0.0002	0.0035	0.0053
2014-06-12_22:45:09_122363	3445123.0	0.0	0.0	0.0	-0.071	22.413	1.404	0.209	-0.996	-0.826	0.0	-90.0	-26.99	26.99	1000.0	22.413	0.08	0.0	0.0	2.169	2.169	0	0	0	0.08	0.0	0.0	0.0	0.0	2.169	20.094	234.0	255.0	0.038	0.094	-0.0099	0.0064	0.0033	0.0002	0.0036	0.0051
2014-06-12_22:45:09_142686	3465482.0	0.0	0.0	0.0	-2.559	19.825	-0.146	0.606	-0.876	-0.755	0.0	-90.0	-28.64	28.64	1000.0	19.825	0.08	0.0	0.0	2.301	2.301	0	0	0	0.08	0.0	0.0	0.0	0.0	2.301	20.07	234.0	256.0	0.037	0.095	-0.01	0.0063	0.0034	0.0002	0.0035	0.0053
2014-06-12_22:45:09_162714	3485478.0	0.0	0.0	0.0	-0.277	23.314	2.991	0.304	-1.133	-0.97	0.0	-90.0	-30.324	30.324	1000.0	23.314	0.08	0.0	0.0	2.436	2.436	0	0	0	0.08	0.0	0.0	0.0	0.0	2.436	19.98	233.0	256.0	0.036	0.097	-0.0099	0.0064	0.0032	0.0002	0.0035	0.0052
2014-06-12_22:45:09_182954	3505718.0	0.0	0.0	0.0	-3.613	19.191	4.32	0.666	-1.188	-0.714	0.0	-90.01	-31.894	31.894	1000.0	19.191	0.08	0.0	0.0	2.561	2.561	0	0	0	0.08	0.0	0.0	0.0	0.0	2.561	20.016	233.0	257.0	0.034	0.098	-0.0099	0.0063	0.0033	0.0002	0.0034	0.0053
2014-06-12_22:45:09_202953	3525716.0	0.0	0.0	0.0	2.387	10.436	3.121	0.259	-1.32	-0.906	0.0	-90.0	-33.259	33.259	1000.0	10.436	0.08	0.0	0.0	2.671	2.671	0	0	0	0.08	0.0	0.0	0.0	0.0	2.671	19.906	232.0	257.0	0.033	0.1	-0.0099	0.0064	0.0032	0.0002	0.0035	0.0052
2014-06-12_22:45:09_223237	3545999.0	0.0	0.0	0.0	-0.521	-0.732	3.61	0.375	-1.216	-0.8	0.0	-90.0	-34.38	34.38	1000.0	-0.732	0.08	0.0	0.0	2.76	2.76	0	0	0	0.08	0.0	0.0	0.0	0.0	2.76	20.002	232.0	258.0	0.032	0.101	-0.01	0.0063	0.0034	0.0002	0.0035	0.0053
2014-06-12_22:45:09_245434	3568254.0	0.0	0.0	0.0	5.929	-14.167	-0.169	0.287	-1.055	-1.346	0.0	-90.0	-35.21	35.21	1000.0	-14.167	0.08	0.0	0.0	2.827	2.827	0	0	0	0.08	0.0	0.0	0.0	0.0	2.827	20.336	232.0	258.0	0.032	0.102	-0.0121	0.0064	0.0036	0.0002	0.0035	0.007
2014-06-12_22:45:09_265654	3588417.0	0.0	0.0	0.0	5.563	-21.351	-0.375	0.776	-0.159	-0.941	0.0	-90.0	-35.85	35.85	1000.0	-21.351	0.08	0.0	0.0	2.878	2.878	0	0	0	0.08	0.0	0.0	0.0	0.0	2.878	21.809	231.0	258.0	0.031	0.102	-0.0099	0.0062	0.0034	0.0002	0.0035	0.0052
2014-06-12_22:45:09_286209	3609052.0	0.0	0.0	0.0	9.135	-7.015	-0.787	0.371	-0.891	-1.004	0.0	-90.0	-36.793	36.793	1000.0	-7.015	0.08	0.0	0.0	2.953	2.953	0	0	0	0.08	0.0	0.0	0.0	0.0	2.953	20.386	231.0	259.0	0.03	0.103	-0.0103	0.0064	0.0036	0.0002	0.0034	0.0053
2014-06-12_22:45:09_306730	3629500.0	0.0	0.0	0.0	1.685	-1.129	0.602	0.427	-1.317	-0.894	0.0	-90.0	-37.834	37.834	1000.0	-1.129	0.08	0.0	0.0	3.037	3.037	0	0	0	0.08	0.0	0.0	0.0	0.0	3.037	20.22	231.0	259.0	0.03	0.104	-0.0103	0.0063	0.0035	0.0002	0.0036	0.0053
2014-06-12_22:45:09_327289	3650061.0	0.0	0.0	0.0	2.12	1.611	1.411	0.296	-1.339	-0.786	0.0	-90.0	-38.91	38.91	1000.0	1.611	0.08	0.0	0.0	3.123	3.123	0	0	0	0.08	0.0	0.0	0.0	0.0	3.123	20.44	230.0	259.0	0.029	0.105	-0.0102	0.0063	0.0036	0.0002	0.0034	0.0054
2014-06-12_22:45:09_347735	3670621.0	0.0	0.0	0.0	5.097	1.252	0.823	0.442	-0.487	-0.908	0.0	-90.0	-39.957	39.957	1000.0	1.252	0.08	0.0	0.0	3.207	3.207	0	0	0	0.08	0.0	0.0	0.0	0.0	3.207	20.236	230.0	260.0	0.028	0.106	-0.0103	0.0063	0.0035	0.0002	0.0035	0.0054
2014-06-12_22:45:09_368237	3690999.0	0.0	0.0	0.0	-3.75	-0.152	3.449	0.597	0.794	-0.793	0.0	-90.0	-40.955	40.955	1000.0	-0.152	0.08	0.0	0.0	3.286	3.286	0	0	0	0.08	0.0	0.0	0.0	0.0	3.286	20.336	230.0	260.0	0.027	0.107	-0.0101	0.0063	0.0035	0.0002	0.0034	0.0054
2014-06-12_22:45:09_388669	3711433.0	0.0	0.0	0.0	-8.002	-11.526	3.495	0.48	1.634	-0.437	0.0	-90.01	-41.707	41.707	1000.0	-11.526	0.08	0.0	0.0	3.347	3.347	0	0	0	0.08	0.0	0.0	0.0	0.0	3.347	20.248	230.0	260.0	0.027	0.107	-0.0102	0.0063	0.0035	0.0002	0.0035	0.0054
2014-06-12_22:45:09_408994	3731762.0	0.0	0.0	0.0	2.288	-9.122	-3.589	0.476	0.727	-1.519	0.0	-90.0	-42.492	42.492	1000.0	-9.122	0.08	0.0	0.0	3.409	3.409	0	0	0	0.08	0.0	0.0	0.0	0.0	3.409	20.238	229.0	261.0	0.026	0.108	-0.0101	0.0064	0.0034	0.0002	0.0034	0.0054
2014-06-12_22:45:09_429381	3752147.0	0.0	0.0	0.0	-7.857	4.283	1.198	0.211	-1.218	-1.107	0.0	-90.0	-43.526	43.526	1000.0	4.283	0.08	0.0	0.0	3.492	3.492	0	0	0	0.08	0.0	0.0	0.0	0.0	3.492	19.934	229.0	261.0	0.025	0.109	-0.0102	0.0063	0.0032	0.0002	0.0036	0.0055
2014-06-12_22:45:09_449651	3772449.0	0.0	0.0	0.0	0.601	-8.511	-0.856	0.169	-1.647	-1.161	0.0	-90.0	-44.285	44.285	1000.0	-8.511	0.08	0.0	0.0	3.553	3.553	0	0	0	0.08	0.0	0.0	0.0	0.0	3.553	20.406	229.0	261.0	0.024	0.11	-0.0101	0.0063	0.0034	0.0002	0.0035	0.0053
2014-06-12_22:45:09_470210	3792973.0	0.0	0.0	0.0	4.028	-12.274	-1.818	0.433	-0.232	-0.885	0.0	-90.0	-44.955	44.955	1000.0	-12.274	0.08	0.0	0.0	3.606	3.606	0	0	0	0.08	0.0	0.0	0.0	0.0	3.606	20.295	229.0	261.0	0.024	0.11	-0.0103	0.0064	0.0035	0.0002	0.0035	0.0054
2014-06-12_22:45:09_490475	3813239.0	0.0	0.0	0.0	0.051	-2.603	2.121	0.672	-1.61	-0.547	0.0	-90.01	-45.805	45.805	1000.0	-2.603	0.08	0.0	0.0	3.674	3.674	0	0	0	0.08	0.0	0.0	0.0	0.0	3.674	20.264	228.0	262.0	0.023	0.111	-0.0101	0.0064	0.0034	0.0002	0.0035	0.0053
2014-06-12_22:45:09_510857	3833619.0	0.0	0.0	0.0	3.227	-9.404	1.686	0.623	-1.078	-1.19	0.0	-90.0	-46.502	46.502	1000.0	-9.404	0.08	0.0	0.0	3.73	3.73	0	0	0	0.08	0.0	0.0	0.0	0.0	3.73	20.215	228.0	262.0	0.023	0.112	-0.01	0.0063	0.0035	0.0002	0.0033	0.0054
2014-06-12_22:45:09_531085	3853848.0	0.0	0.0	0.0	-4.575	-7.984	3.335	0.217	0.776	-0.667	0.0	-90.0	-47.216	47.216	1000.0	-7.984	0.08	0.0	0.0	3.787	3.787	0	0	0	0.08	0.0	0.0	0.0	0.0	3.787	19.973	228.0	262.0	0.022	0.113	-0.0101	0.0063	0.0033	0.0002	0.0036	0.0053
